Time,S0Read,S0Write,S1Read,S1Write
06:17:29,4284.90,4168.26,2990.51,1817.32
06:17:31,4310.94,4185.13,2999.19,1815.31
06:17:33,4590.63,4284.01,3894.00,1957.95
06:17:35,4490.24,4244.01,3800.29,1923.53
06:17:37,4305.28,4182.26,2987.48,1819.22
06:17:39,4289.50,4176.33,2975.28,1809.25
06:17:41,4302.21,4178.67,3018.09,1830.58
06:17:43,4287.06,4177.21,3013.47,1826.56
06:17:45,4286.38,4176.46,3013.56,1827.93
06:17:47,4423.38,4195.73,3022.94,1837.68
06:17:49,4280.65,4172.66,2997.98,1810.23
06:17:51,4466.35,4192.85,3050.44,1838.67
06:17:53,5037.63,4273.14,3183.78,1917.33
06:17:55,4240.47,4160.11,3007.21,1810.63
06:17:57,4261.78,4181.13,3046.19,1827.12
06:17:59,4420.77,4189.04,3083.92,1842.78
06:18:01,4260.09,4183.54,3052.56,1826.65
06:18:03,4247.32,4177.89,3055.44,1831.70
06:18:05,4526.94,4260.02,3762.30,1922.73
06:18:07,4442.59,4261.89,4031.88,1962.51
06:18:09,4256.07,4184.90,3070.83,1831.43
06:18:11,4238.51,4169.88,3075.32,1833.61
06:18:13,4226.54,4162.17,3059.20,1827.61
06:18:15,4221.40,4166.33,3052.16,1824.43
06:18:17,4246.09,4175.31,3101.40,1851.61
06:18:19,4370.74,4182.69,3069.19,1856.01
06:18:21,4234.21,4169.68,3056.40,1830.54
06:18:23,4283.54,4164.16,3087.64,1846.83
06:18:25,5114.68,4280.13,3243.81,1927.42
06:18:27,4220.71,4162.08,3073.04,1837.19
06:18:29,4230.94,4164.01,3073.52,1838.63
06:18:31,4407.40,4186.71,3078.96,1841.61
06:18:33,4243.02,4172.29,3085.63,1843.38
06:18:35,4212.86,4153.51,3058.89,1827.20
06:18:37,4481.45,4246.29,3692.57,1930.12
06:18:39,4450.70,4251.42,4049.90,1948.52
06:18:41,4232.34,4172.98,3123.62,1832.21
06:18:43,4197.04,4148.33,3084.86,1836.03
06:18:45,4257.13,4177.45,3051.74,1823.30
06:18:47,4219.04,4165.14,3066.40,1833.73
06:18:49,4236.76,4171.30,3067.14,1829.11
06:18:51,4360.69,4175.51,3078.42,1838.97
06:18:53,4248.11,4168.93,3063.11,1833.56
06:18:55,4219.01,4157.34,3056.93,1819.97
06:18:57,5177.55,4286.62,3241.54,1934.60
06:18:59,4253.01,4178.91,3062.99,1826.56
06:19:01,4237.84,4178.40,3046.85,1815.46
06:19:03,4411.86,4196.25,3153.79,1878.26
06:19:05,4208.89,4155.53,3045.15,1816.09
06:19:07,4235.34,4166.91,3073.28,1837.12
06:19:09,4387.16,4221.68,3567.91,1879.37
06:19:11,4558.44,4286.64,4029.02,1962.07
06:19:13,4249.20,4176.07,3226.22,1837.00
06:19:15,4226.03,4164.83,3071.74,1829.72
06:19:17,4231.04,4162.98,3051.11,1824.26
06:19:19,4226.05,4162.93,3087.60,1843.86
06:19:21,4218.43,4155.81,3026.25,1808.88
06:19:23,4393.47,4186.42,3110.27,1880.20
06:19:25,4228.51,4153.53,3010.91,1826.25
06:19:27,4243.37,4164.93,3074.51,1843.28
06:19:29,5108.05,4270.88,3176.17,1899.27
06:19:31,4346.51,4190.74,3075.17,1836.22
06:19:33,4240.34,4166.76,3041.05,1828.94
06:19:35,4419.21,4183.47,3080.73,1851.10
06:19:37,4236.98,4156.84,3052.88,1831.04
06:19:39,4252.88,4167.39,3040.41,1826.52
06:19:41,4350.57,4218.87,3479.91,1872.89
06:19:43,4596.72,4275.20,3948.14,1960.03
06:19:45,4288.06,4187.32,3348.20,1851.35
06:19:47,4245.54,4170.88,3032.97,1820.79
06:19:49,4247.50,4165.80,3033.14,1815.22
06:19:51,4232.74,4171.09,3054.60,1824.39
06:19:53,4227.00,4160.20,3052.47,1822.21
06:19:55,4389.32,4193.56,3062.65,1833.54
06:19:57,4221.87,4158.92,3070.69,1833.28
06:19:59,4231.89,4165.15,3045.06,1814.56
06:20:01,4945.99,4253.52,3226.49,1918.95
06:20:03,4468.27,4202.21,3087.95,1850.68
06:20:05,4252.89,4178.65,3082.45,1839.77
06:20:07,4355.53,4176.01,3068.94,1835.93
06:20:09,4287.70,4180.92,3111.05,1854.63
06:20:11,4267.96,4196.80,3103.13,1890.05
06:20:13,4263.42,4180.03,3415.72,1894.37
06:20:15,4572.38,4281.14,3933.85,1926.65
06:20:17,4341.78,4223.29,3482.53,1882.52
06:20:19,4220.17,4161.47,3037.71,1809.81
06:20:21,4233.61,4169.31,3069.08,1829.61
06:20:23,4243.10,4170.28,3047.29,1819.36
06:20:25,4253.71,4179.68,3039.41,1814.23
06:20:27,4370.04,4183.09,3056.06,1836.46
06:20:29,4242.13,4172.29,3051.60,1823.61
06:20:31,4234.00,4165.41,3018.28,1805.14
06:20:33,4848.27,4254.42,3186.78,1904.44
06:20:35,4592.78,4206.10,3083.51,1858.74
06:20:37,4242.04,4164.44,3063.44,1840.68
06:20:39,4225.65,4156.56,3025.10,1810.81
06:20:41,4426.97,4195.46,3083.42,1849.72
06:20:43,4234.02,4153.46,3039.97,1831.77
06:20:45,4276.06,4184.52,3236.33,1848.65
06:20:47,4612.10,4288.64,3936.60,1950.26
06:20:49,4387.25,4240.37,3590.49,1888.48
06:20:51,4255.52,4172.62,3059.30,1839.56
06:20:53,4235.60,4162.87,3073.47,1847.72
06:20:55,4249.93,4158.60,3043.57,1829.17
06:20:57,4241.64,4162.36,3061.61,1839.01
06:20:59,4383.30,4187.09,3060.61,1840.27
06:21:01,4254.10,4176.44,3042.04,1821.18
06:21:03,4222.94,4155.09,3067.67,1837.75
06:21:05,4712.42,4240.72,3173.19,1877.57
06:21:07,4731.42,4225.19,3114.14,1881.10
06:21:09,4223.74,4159.40,3078.34,1835.81
06:21:11,4234.02,4163.56,3069.62,1830.26
06:21:13,4404.19,4188.98,3100.21,1853.87
06:21:15,4202.80,4149.62,3051.25,1823.49
06:21:17,4299.99,4192.93,3112.59,1848.38
06:21:19,4530.95,4285.56,4005.73,1941.12
06:21:21,4400.55,4244.01,3694.76,1899.21
06:21:23,4236.30,4170.01,3091.57,1851.86
06:21:25,4256.02,4173.33,3063.93,1832.58
06:21:27,4254.20,4166.39,3049.58,1830.38
06:21:29,4249.80,4172.25,3047.61,1824.94
06:21:31,4367.81,4179.28,3028.72,1820.11
06:21:33,4239.74,4175.41,3076.76,1841.98
06:21:35,4247.47,4173.75,3016.59,1800.45
06:21:37,4613.63,4227.16,3150.30,1873.85
06:21:39,4880.06,4249.56,3123.81,1885.80
