Time,S0Read,S0Write,S1Read,S1Write
01:17:36,2937.83,2515.82,96.49,99.84
01:17:38,2958.26,2519.83,96.44,98.93
01:17:40,2962.46,2522.66,97.81,100.61
01:17:42,2966.56,2536.55,97.63,99.38
01:17:44,3327.97,2549.96,108.25,114.28
01:17:46,3139.54,2499.96,103.87,109.40
01:17:48,2989.79,2551.38,98.12,100.04
01:17:50,2963.40,2516.05,99.23,102.38
01:17:52,3601.97,2542.84,120.00,126.85
01:17:54,2972.06,2542.72,104.84,103.29
01:17:56,2940.79,2528.28,96.02,98.21
01:17:58,2931.99,2515.35,102.43,103.19
01:18:00,2929.83,2512.78,98.56,101.18
01:18:02,2985.55,2544.49,99.57,100.42
01:18:04,2941.22,2518.34,96.09,99.09
01:18:06,2917.13,2494.35,95.30,98.19
01:18:08,3008.84,2556.58,97.16,99.45
01:18:10,2950.68,2525.64,105.39,102.14
01:18:12,2939.48,2515.99,96.17,98.88
01:18:14,2939.15,2515.70,97.58,101.44
01:18:16,2975.26,2539.72,95.46,98.68
01:18:18,3443.87,2549.16,110.12,117.60
01:18:20,3055.88,2489.72,101.04,103.54
01:18:22,3001.09,2554.21,100.39,102.74
01:18:24,3078.59,2523.94,102.46,105.11
01:18:26,3477.60,2518.07,103.10,109.34
01:18:28,2933.23,2491.23,90.66,90.12
01:18:30,2928.50,2501.09,89.80,91.37
01:18:32,2955.75,2527.11,100.16,101.45
01:18:34,2930.67,2506.12,97.79,100.40
01:18:36,2980.15,2547.18,97.16,100.44
01:18:38,2921.69,2507.74,98.57,101.34
01:18:40,2920.71,2504.23,96.34,100.10
01:18:42,2990.68,2550.23,97.53,101.19
01:18:44,2939.62,2523.61,96.11,99.06
01:18:46,2950.98,2519.32,97.71,100.39
01:18:48,2956.73,2521.10,95.76,98.02
01:18:50,2986.04,2551.04,97.26,100.81
01:18:52,3263.67,2526.85,97.23,99.20
01:18:54,2882.60,2462.69,88.47,82.80
01:18:56,2944.81,2520.14,82.11,80.91
01:18:58,3257.51,2515.09,96.58,97.37
01:19:00,2958.35,2511.98,88.19,85.98
01:19:02,2931.84,2498.17,87.56,82.01
01:19:04,2960.57,2529.23,90.70,91.43
01:19:06,2954.46,2529.76,97.50,101.39
01:19:08,2905.31,2494.21,99.42,101.51
01:19:10,2951.99,2521.06,96.30,87.80
01:19:12,2923.66,2492.83,84.24,82.08
01:19:14,2965.48,2511.34,88.90,87.43
01:19:16,2964.76,2523.97,92.41,93.69
01:19:18,2946.13,2512.63,89.52,87.48
01:19:20,2938.23,2509.81,92.60,94.48
01:19:22,2925.29,2505.69,103.88,102.27
01:19:24,3274.94,2559.79,104.49,108.86
01:19:26,2932.78,2511.56,97.93,101.13
01:19:28,2944.12,2511.28,99.31,101.56
01:19:30,3314.16,2561.30,105.24,107.68
01:19:32,2963.72,2533.98,101.21,102.47
01:19:34,2937.48,2521.60,97.97,100.43
01:19:36,2931.19,2515.40,97.49,100.09
01:19:38,2949.06,2519.25,87.29,84.17
01:19:40,2948.43,2516.37,86.41,84.76
01:19:42,2906.06,2473.86,86.22,83.91
01:19:44,2967.88,2520.13,82.58,79.66
01:19:46,2892.41,2479.90,82.09,80.36
01:19:48,2955.71,2516.96,85.01,83.54
01:19:50,2896.86,2481.04,80.81,79.10
01:19:52,2929.07,2503.56,83.05,81.15
01:19:54,2946.02,2502.48,91.07,85.30
01:19:56,3199.17,2474.95,90.25,93.11
01:19:58,2968.27,2514.93,96.60,94.26
01:20:00,2994.86,2488.56,96.97,98.18
01:20:02,3183.87,2519.08,95.13,93.28
01:20:04,2912.03,2474.56,81.53,75.10
01:20:06,2912.21,2471.25,72.25,67.50
01:20:08,2890.02,2445.37,78.64,71.21
01:20:10,2941.40,2488.97,97.74,90.27
01:20:12,2969.06,2525.53,95.27,95.07
01:20:14,2955.66,2531.66,95.71,98.16
01:20:16,2892.53,2494.42,96.45,99.89
01:20:18,2974.86,2547.16,98.56,101.38
01:20:20,2918.71,2511.06,100.99,103.74
01:20:22,2985.89,2542.79,100.03,101.58
01:20:24,2935.81,2512.27,97.66,99.72
01:20:26,2981.32,2550.19,97.33,100.84
01:20:28,3253.53,2540.96,102.60,106.89
01:20:30,2914.64,2500.03,97.87,100.32
01:20:32,3326.59,2575.13,103.92,107.44
01:20:34,2898.86,2488.57,97.79,99.84
01:20:36,3008.96,2550.47,98.63,101.06
01:20:38,2938.79,2512.82,101.16,103.21
01:20:40,2991.15,2556.16,97.89,101.39
01:20:42,2929.60,2512.47,98.50,99.88
01:20:44,2949.67,2523.70,97.77,99.88
01:20:46,2956.84,2533.97,96.30,99.50
01:20:48,2962.35,2523.13,98.89,100.55
01:20:50,2925.00,2505.30,99.52,101.78
01:20:52,2999.84,2551.02,97.52,100.40
01:20:54,2944.23,2516.48,104.81,105.04
01:20:56,2964.33,2534.04,98.16,101.33
01:20:58,3232.94,2520.24,105.62,108.86
01:21:00,2968.37,2537.63,103.19,104.34
01:21:02,2961.56,2533.82,102.37,103.08
01:21:04,3248.56,2512.35,104.82,109.27
01:21:06,3024.87,2568.80,96.99,99.84
01:21:08,2879.81,2486.79,99.74,101.67
01:21:10,3013.42,2561.69,106.10,101.87
01:21:12,2903.05,2493.74,100.20,100.78
01:21:14,3004.89,2560.94,98.50,100.11
01:21:16,2948.10,2515.32,98.57,100.21
01:21:18,2961.32,2520.17,99.46,100.73
01:21:20,2949.56,2526.38,96.48,99.05
01:21:22,2936.81,2513.34,107.66,106.37
01:21:24,2943.47,2513.38,95.79,97.44
01:21:26,2953.96,2536.43,96.24,98.98
01:21:28,2928.16,2517.57,98.01,99.21
01:21:30,3270.12,2542.50,101.98,103.95
01:21:32,2909.18,2481.46,87.09,84.72
01:21:34,2975.27,2535.85,91.89,91.30
01:21:36,3265.38,2539.04,101.35,104.93
01:21:38,2894.56,2496.46,100.42,101.68
01:21:40,2998.03,2557.14,97.38,98.98
01:21:42,2893.37,2493.40,98.12,98.53
01:21:44,3006.76,2557.96,98.67,100.09
01:21:46,2901.00,2487.79,96.02,98.73
01:21:48,2994.62,2556.65,96.31,98.52
01:21:50,2928.78,2510.95,97.91,100.37
01:21:52,2919.88,2506.13,95.93,97.77
01:21:54,2971.75,2538.46,104.54,103.15
01:21:56,2910.49,2493.89,95.56,98.39
01:21:58,2979.09,2531.72,98.00,99.81
01:22:00,2960.38,2525.91,99.63,101.55
01:22:02,3250.27,2538.92,105.92,109.82
01:22:04,2938.59,2517.05,93.97,94.84
01:22:06,2891.88,2474.22,83.41,82.07
01:22:08,3250.03,2505.11,82.58,76.84
01:22:10,2869.48,2443.08,76.72,61.36
01:22:12,2919.30,2478.11,79.15,73.85
01:22:14,2993.69,2548.03,96.73,99.06
01:22:16,2889.92,2487.11,97.37,100.31
01:22:18,3005.47,2552.73,99.70,100.89
01:22:20,2894.10,2492.48,100.01,101.57
01:22:22,2994.86,2558.16,97.09,98.42
01:22:24,2960.52,2522.67,96.59,98.86
01:22:26,2936.08,2511.84,94.65,96.94
01:22:28,2987.45,2546.87,95.19,97.61
01:22:30,2901.12,2494.98,97.01,98.51
01:22:32,2990.55,2550.61,96.07,98.16
01:22:34,3223.30,2526.87,103.10,106.06
01:22:36,2969.43,2542.09,96.64,99.11
01:22:38,2952.21,2525.84,99.17,101.01
01:22:40,3250.32,2517.05,103.96,107.86
01:22:42,2983.69,2546.68,102.50,103.62
01:22:44,2919.12,2507.80,97.85,99.45
01:22:46,2962.84,2536.50,98.01,99.60
01:22:48,2963.02,2536.54,99.15,99.64
01:22:50,2922.05,2507.28,96.14,98.44
01:22:52,2995.58,2545.93,97.66,99.66
01:22:54,2943.09,2504.48,104.45,103.39
01:22:56,2995.41,2555.21,96.52,99.82
01:22:58,2927.39,2513.64,98.22,100.18
01:23:00,2946.88,2519.28,99.80,100.41
01:23:02,2975.29,2542.12,98.00,98.33
01:23:04,2905.84,2496.63,96.81,99.58
01:23:06,3300.30,2559.43,99.14,103.80
01:23:08,2934.41,2512.11,99.37,101.38
01:23:10,2995.02,2545.91,105.57,101.63
01:23:12,3278.82,2536.01,102.83,106.70
01:23:14,2910.08,2496.94,96.65,98.40
01:23:16,2970.29,2539.06,94.13,96.99
01:23:18,2915.06,2502.42,98.58,99.07
01:23:20,2998.78,2553.56,95.54,97.76
01:23:22,2921.22,2477.82,91.23,84.07
01:23:24,2946.54,2518.29,92.24,91.91
01:23:26,2943.20,2503.61,87.93,88.61
01:23:28,2878.80,2466.70,91.27,91.17
01:23:30,2991.97,2551.64,100.13,100.32
01:23:32,2932.02,2514.10,97.22,100.05
01:23:34,2979.28,2539.14,95.78,98.33
01:23:36,2969.68,2531.82,95.33,97.33
01:23:38,3515.50,2513.89,106.42,112.67
01:23:40,2957.81,2507.51,88.09,89.09
01:23:42,2890.12,2470.84,91.75,92.57
01:23:44,3473.66,2551.43,103.33,109.19
01:23:46,3146.62,2533.10,102.82,107.79
01:23:48,2930.30,2505.22,98.66,101.22
01:23:50,2986.61,2542.17,96.69,99.69
01:23:52,2939.66,2515.71,99.25,101.02
